station_name,lat,lon,network,call_id
MERRA2_53_-115,53.000,-115.000,MERRA2,164841
MERRA2_53_-114.375,53.000,-114.375,MERRA2,164842
MERRA2_53_-113.75,53.000,-113.750,MERRA2,164843
MERRA2_53_-113.125,53.000,-113.125,MERRA2,164844
MERRA2_53_-112.5,53.000,-112.500,MERRA2,164845
MERRA2_53_-111.875,53.000,-111.875,MERRA2,164846
MERRA2_53_-111.25,53.000,-111.250,MERRA2,164847
MERRA2_53_-110.625,53.000,-110.625,MERRA2,164848
MERRA2_53_-110,53.000,-110.000,MERRA2,164849
MERRA2_53_-109.375,53.000,-109.375,MERRA2,164850
MERRA2_53_-108.75,53.000,-108.750,MERRA2,164851
MERRA2_53_-108.125,53.000,-108.125,MERRA2,164852
MERRA2_53_-107.5,53.000,-107.500,MERRA2,164853
MERRA2_53_-106.875,53.000,-106.875,MERRA2,164854
MERRA2_53_-106.25,53.000,-106.250,MERRA2,164855
MERRA2_53_-105.625,53.000,-105.625,MERRA2,164856
MERRA2_53_-105,53.000,-105.000,MERRA2,164857
MERRA2_53_-104.375,53.000,-104.375,MERRA2,164858
MERRA2_53_-103.75,53.000,-103.750,MERRA2,164859
MERRA2_53_-103.125,53.000,-103.125,MERRA2,164860
MERRA2_53_-102.5,53.000,-102.500,MERRA2,164861
MERRA2_53_-101.875,53.000,-101.875,MERRA2,164862
MERRA2_53_-101.25,53.000,-101.250,MERRA2,164863
MERRA2_53_-100.625,53.000,-100.625,MERRA2,164864
MERRA2_53_-100,53.000,-100.000,MERRA2,164865
MERRA2_53_-99.375,53.000,-99.375,MERRA2,164866
MERRA2_53_-98.75,53.000,-98.750,MERRA2,164867
MERRA2_53_-98.125,53.000,-98.125,MERRA2,164868
MERRA2_53_-97.5,53.000,-97.500,MERRA2,164869
MERRA2_53_-96.875,53.000,-96.875,MERRA2,164870
MERRA2_53_-96.25,53.000,-96.250,MERRA2,164871
MERRA2_53_-95.625,53.000,-95.625,MERRA2,164872
MERRA2_53_-95,53.000,-95.000,MERRA2,164873
MERRA2_53_-94.375,53.000,-94.375,MERRA2,164874
MERRA2_53_-93.75,53.000,-93.750,MERRA2,164875
MERRA2_53_-93.125,53.000,-93.125,MERRA2,164876
MERRA2_53_-92.5,53.000,-92.500,MERRA2,164877
MERRA2_53_-91.875,53.000,-91.875,MERRA2,164878
MERRA2_53_-91.25,53.000,-91.250,MERRA2,164879
MERRA2_53_-90.625,53.000,-90.625,MERRA2,164880
MERRA2_53_-90,53.000,-90.000,MERRA2,164881
MERRA2_53_-89.375,53.000,-89.375,MERRA2,164882
MERRA2_53_-88.75,53.000,-88.750,MERRA2,164883
MERRA2_53_-88.125,53.000,-88.125,MERRA2,164884
MERRA2_53_-87.5,53.000,-87.500,MERRA2,164885
MERRA2_53_-86.875,53.000,-86.875,MERRA2,164886
MERRA2_53_-86.25,53.000,-86.250,MERRA2,164887
MERRA2_53_-85.625,53.000,-85.625,MERRA2,164888
MERRA2_53_-85,53.000,-85.000,MERRA2,164889
MERRA2_53_-84.375,53.000,-84.375,MERRA2,164890
MERRA2_53_-83.75,53.000,-83.750,MERRA2,164891
MERRA2_53_-83.125,53.000,-83.125,MERRA2,164892
MERRA2_53_-82.5,53.000,-82.500,MERRA2,164893
MERRA2_53_-81.875,53.000,-81.875,MERRA2,164894
MERRA2_53_-81.25,53.000,-81.250,MERRA2,164895
MERRA2_53_-80.625,53.000,-80.625,MERRA2,164896
MERRA2_53_-80,53.000,-80.000,MERRA2,164897
MERRA2_53_-78.75,53.000,-78.750,MERRA2,164899
MERRA2_53_-78.125,53.000,-78.125,MERRA2,164900
MERRA2_53_-77.5,53.000,-77.500,MERRA2,164901
MERRA2_53_-76.875,53.000,-76.875,MERRA2,164902
MERRA2_53_-76.25,53.000,-76.250,MERRA2,164903
MERRA2_53_-75.625,53.000,-75.625,MERRA2,164904
MERRA2_53_-75,53.000,-75.000,MERRA2,164905
MERRA2_53_-74.375,53.000,-74.375,MERRA2,164906
MERRA2_53_-73.75,53.000,-73.750,MERRA2,164907
MERRA2_53_-73.125,53.000,-73.125,MERRA2,164908
MERRA2_53_-72.5,53.000,-72.500,MERRA2,164909
MERRA2_53_-71.875,53.000,-71.875,MERRA2,164910
MERRA2_53_-71.25,53.000,-71.250,MERRA2,164911
MERRA2_53_-70.625,53.000,-70.625,MERRA2,164912
MERRA2_53_-70,53.000,-70.000,MERRA2,164913
MERRA2_53_-69.375,53.000,-69.375,MERRA2,164914
MERRA2_53_-68.75,53.000,-68.750,MERRA2,164915
MERRA2_53_-68.125,53.000,-68.125,MERRA2,164916
MERRA2_53_-67.5,53.000,-67.500,MERRA2,164917
MERRA2_53_-66.875,53.000,-66.875,MERRA2,164918
MERRA2_53_-66.25,53.000,-66.250,MERRA2,164919
MERRA2_53_-65.625,53.000,-65.625,MERRA2,164920
MERRA2_53_-65,53.000,-65.000,MERRA2,164921
MERRA2_53_-64.375,53.000,-64.375,MERRA2,164922
MERRA2_53_-63.75,53.000,-63.750,MERRA2,164923
MERRA2_53_-63.125,53.000,-63.125,MERRA2,164924
MERRA2_53_-62.5,53.000,-62.500,MERRA2,164925
MERRA2_53_-61.875,53.000,-61.875,MERRA2,164926
MERRA2_53_-61.25,53.000,-61.250,MERRA2,164927
MERRA2_53_-60.625,53.000,-60.625,MERRA2,164928
MERRA2_53_-60,53.000,-60.000,MERRA2,164929
MERRA2_53_-59.375,53.000,-59.375,MERRA2,164930
MERRA2_53_-58.75,53.000,-58.750,MERRA2,164931
MERRA2_53_-58.125,53.000,-58.125,MERRA2,164932
MERRA2_53_-57.5,53.000,-57.500,MERRA2,164933
MERRA2_53_-56.875,53.000,-56.875,MERRA2,164934
MERRA2_53_-56.25,53.000,-56.250,MERRA2,164935
MERRA2_53_-55.625,53.000,-55.625,MERRA2,164936
MERRA2_53_172.5,53.000,172.500,MERRA2,165301
MERRA2_53_173.125,53.000,173.125,MERRA2,165302
MERRA2_53.5_-168.125,53.500,-168.125,MERRA2,165332
MERRA2_53.5_-167.5,53.500,-167.500,MERRA2,165333
MERRA2_53.5_-166.875,53.500,-166.875,MERRA2,165334
MERRA2_53.5_-166.25,53.500,-166.250,MERRA2,165335
MERRA2_53.5_-133.125,53.500,-133.125,MERRA2,165388
MERRA2_53.5_-132.5,53.500,-132.500,MERRA2,165389
MERRA2_53.5_-131.875,53.500,-131.875,MERRA2,165390
MERRA2_53.5_-130.625,53.500,-130.625,MERRA2,165392
MERRA2_53.5_-130,53.500,-130.000,MERRA2,165393
MERRA2_53.5_-129.375,53.500,-129.375,MERRA2,165394
MERRA2_53.5_-128.75,53.500,-128.750,MERRA2,165395
MERRA2_53.5_-128.125,53.500,-128.125,MERRA2,165396
MERRA2_53.5_-127.5,53.500,-127.500,MERRA2,165397
MERRA2_53.5_-126.875,53.500,-126.875,MERRA2,165398
MERRA2_53.5_-126.25,53.500,-126.250,MERRA2,165399
MERRA2_53.5_-125.625,53.500,-125.625,MERRA2,165400
MERRA2_53.5_-125,53.500,-125.000,MERRA2,165401
MERRA2_53.5_-124.375,53.500,-124.375,MERRA2,165402
MERRA2_53.5_-123.75,53.500,-123.750,MERRA2,165403
MERRA2_53.5_-123.125,53.500,-123.125,MERRA2,165404
MERRA2_53.5_-122.5,53.500,-122.500,MERRA2,165405
MERRA2_53.5_-121.875,53.500,-121.875,MERRA2,165406
MERRA2_53.5_-121.25,53.500,-121.250,MERRA2,165407
MERRA2_53.5_-120.625,53.500,-120.625,MERRA2,165408
MERRA2_53.5_-120,53.500,-120.000,MERRA2,165409
MERRA2_53.5_-119.375,53.500,-119.375,MERRA2,165410
MERRA2_53.5_-118.75,53.500,-118.750,MERRA2,165411
MERRA2_53.5_-118.125,53.500,-118.125,MERRA2,165412
MERRA2_53.5_-117.5,53.500,-117.500,MERRA2,165413
MERRA2_53.5_-116.875,53.500,-116.875,MERRA2,165414
MERRA2_53.5_-116.25,53.500,-116.250,MERRA2,165415
MERRA2_53.5_-115.625,53.500,-115.625,MERRA2,165416
MERRA2_53.5_-115,53.500,-115.000,MERRA2,165417
MERRA2_53.5_-114.375,53.500,-114.375,MERRA2,165418
MERRA2_53.5_-113.75,53.500,-113.750,MERRA2,165419
MERRA2_53.5_-113.125,53.500,-113.125,MERRA2,165420
MERRA2_53.5_-112.5,53.500,-112.500,MERRA2,165421
MERRA2_53.5_-111.875,53.500,-111.875,MERRA2,165422
MERRA2_53.5_-111.25,53.500,-111.250,MERRA2,165423
MERRA2_53.5_-110.625,53.500,-110.625,MERRA2,165424
MERRA2_53.5_-110,53.500,-110.000,MERRA2,165425
MERRA2_53.5_-109.375,53.500,-109.375,MERRA2,165426
MERRA2_53.5_-108.75,53.500,-108.750,MERRA2,165427
MERRA2_53.5_-108.125,53.500,-108.125,MERRA2,165428
MERRA2_53.5_-107.5,53.500,-107.500,MERRA2,165429
MERRA2_53.5_-106.875,53.500,-106.875,MERRA2,165430
MERRA2_53.5_-106.25,53.500,-106.250,MERRA2,165431
MERRA2_53.5_-105.625,53.500,-105.625,MERRA2,165432
MERRA2_53.5_-105,53.500,-105.000,MERRA2,165433
MERRA2_53.5_-104.375,53.500,-104.375,MERRA2,165434
MERRA2_53.5_-103.75,53.500,-103.750,MERRA2,165435
MERRA2_53.5_-103.125,53.500,-103.125,MERRA2,165436
MERRA2_53.5_-102.5,53.500,-102.500,MERRA2,165437
MERRA2_53.5_-101.875,53.500,-101.875,MERRA2,165438
MERRA2_53.5_-101.25,53.500,-101.250,MERRA2,165439
MERRA2_53.5_-100.625,53.500,-100.625,MERRA2,165440
MERRA2_53.5_-100,53.500,-100.000,MERRA2,165441
MERRA2_53.5_-99.375,53.500,-99.375,MERRA2,165442
MERRA2_53.5_-98.75,53.500,-98.750,MERRA2,165443
MERRA2_53.5_-98.125,53.500,-98.125,MERRA2,165444
MERRA2_53.5_-97.5,53.500,-97.500,MERRA2,165445
MERRA2_53.5_-96.875,53.500,-96.875,MERRA2,165446
MERRA2_53.5_-96.25,53.500,-96.250,MERRA2,165447
MERRA2_53.5_-95.625,53.500,-95.625,MERRA2,165448
MERRA2_53.5_-95,53.500,-95.000,MERRA2,165449
MERRA2_53.5_-94.375,53.500,-94.375,MERRA2,165450
MERRA2_53.5_-93.75,53.500,-93.750,MERRA2,165451
MERRA2_53.5_-93.125,53.500,-93.125,MERRA2,165452
MERRA2_53.5_-92.5,53.500,-92.500,MERRA2,165453
MERRA2_53.5_-91.875,53.500,-91.875,MERRA2,165454
MERRA2_53.5_-91.25,53.500,-91.250,MERRA2,165455
MERRA2_53.5_-90.625,53.500,-90.625,MERRA2,165456
MERRA2_53.5_-90,53.500,-90.000,MERRA2,165457
MERRA2_53.5_-89.375,53.500,-89.375,MERRA2,165458
MERRA2_53.5_-88.75,53.500,-88.750,MERRA2,165459
MERRA2_53.5_-88.125,53.500,-88.125,MERRA2,165460
MERRA2_53.5_-87.5,53.500,-87.500,MERRA2,165461
MERRA2_53.5_-86.875,53.500,-86.875,MERRA2,165462
MERRA2_53.5_-86.25,53.500,-86.250,MERRA2,165463
MERRA2_53.5_-85.625,53.500,-85.625,MERRA2,165464
MERRA2_53.5_-85,53.500,-85.000,MERRA2,165465
MERRA2_53.5_-84.375,53.500,-84.375,MERRA2,165466
MERRA2_53.5_-83.75,53.500,-83.750,MERRA2,165467
MERRA2_53.5_-83.125,53.500,-83.125,MERRA2,165468
MERRA2_53.5_-82.5,53.500,-82.500,MERRA2,165469
MERRA2_53.5_-80,53.500,-80.000,MERRA2,165473
MERRA2_53.5_-78.75,53.500,-78.750,MERRA2,165475
MERRA2_53.5_-78.125,53.500,-78.125,MERRA2,165476
MERRA2_53.5_-77.5,53.500,-77.500,MERRA2,165477
MERRA2_53.5_-76.875,53.500,-76.875,MERRA2,165478
MERRA2_53.5_-76.25,53.500,-76.250,MERRA2,165479
MERRA2_53.5_-75.625,53.500,-75.625,MERRA2,165480
MERRA2_53.5_-75,53.500,-75.000,MERRA2,165481
MERRA2_53.5_-74.375,53.500,-74.375,MERRA2,165482
MERRA2_53.5_-73.75,53.500,-73.750,MERRA2,165483
MERRA2_53.5_-73.125,53.500,-73.125,MERRA2,165484
MERRA2_53.5_-72.5,53.500,-72.500,MERRA2,165485
MERRA2_53.5_-71.875,53.500,-71.875,MERRA2,165486
MERRA2_53.5_-71.25,53.500,-71.250,MERRA2,165487
MERRA2_53.5_-70.625,53.500,-70.625,MERRA2,165488
MERRA2_53.5_-70,53.500,-70.000,MERRA2,165489
MERRA2_53.5_-69.375,53.500,-69.375,MERRA2,165490
MERRA2_53.5_-68.75,53.500,-68.750,MERRA2,165491
MERRA2_53.5_-68.125,53.500,-68.125,MERRA2,165492
MERRA2_53.5_-67.5,53.500,-67.500,MERRA2,165493
MERRA2_53.5_-66.875,53.500,-66.875,MERRA2,165494
MERRA2_53.5_-66.25,53.500,-66.250,MERRA2,165495
MERRA2_53.5_-65.625,53.500,-65.625,MERRA2,165496
MERRA2_53.5_-65,53.500,-65.000,MERRA2,165497
MERRA2_53.5_-64.375,53.500,-64.375,MERRA2,165498
MERRA2_53.5_-63.75,53.500,-63.750,MERRA2,165499
MERRA2_53.5_-63.125,53.500,-63.125,MERRA2,165500
MERRA2_53.5_-62.5,53.500,-62.500,MERRA2,165501
MERRA2_53.5_-61.875,53.500,-61.875,MERRA2,165502
MERRA2_53.5_-61.25,53.500,-61.250,MERRA2,165503
MERRA2_53.5_-60.625,53.500,-60.625,MERRA2,165504
MERRA2_53.5_-60,53.500,-60.000,MERRA2,165505
MERRA2_53.5_-59.375,53.500,-59.375,MERRA2,165506
MERRA2_53.5_-58.75,53.500,-58.750,MERRA2,165507
MERRA2_53.5_-58.125,53.500,-58.125,MERRA2,165508
MERRA2_53.5_-57.5,53.500,-57.500,MERRA2,165509
MERRA2_53.5_-56.875,53.500,-56.875,MERRA2,165510
MERRA2_53.5_-56.25,53.500,-56.250,MERRA2,165511
MERRA2_53.5_-55.625,53.500,-55.625,MERRA2,165512
MERRA2_54_-166.875,54.000,-166.875,MERRA2,165910
MERRA2_54_-166.25,54.000,-166.250,MERRA2,165911
MERRA2_54_-165.625,54.000,-165.625,MERRA2,165912
MERRA2_54_-165,54.000,-165.000,MERRA2,165913
MERRA2_54_-133.125,54.000,-133.125,MERRA2,165964
MERRA2_54_-132.5,54.000,-132.500,MERRA2,165965
MERRA2_54_-131.875,54.000,-131.875,MERRA2,165966
MERRA2_54_-130.625,54.000,-130.625,MERRA2,165968
MERRA2_54_-130,54.000,-130.000,MERRA2,165969
MERRA2_54_-129.375,54.000,-129.375,MERRA2,165970
MERRA2_54_-128.75,54.000,-128.750,MERRA2,165971
MERRA2_54_-128.125,54.000,-128.125,MERRA2,165972
MERRA2_54_-127.5,54.000,-127.500,MERRA2,165973
MERRA2_54_-126.875,54.000,-126.875,MERRA2,165974
MERRA2_54_-126.25,54.000,-126.250,MERRA2,165975
MERRA2_54_-125.625,54.000,-125.625,MERRA2,165976
MERRA2_54_-125,54.000,-125.000,MERRA2,165977
MERRA2_54_-124.375,54.000,-124.375,MERRA2,165978
MERRA2_54_-123.75,54.000,-123.750,MERRA2,165979
MERRA2_54_-123.125,54.000,-123.125,MERRA2,165980
MERRA2_54_-122.5,54.000,-122.500,MERRA2,165981
MERRA2_54_-121.875,54.000,-121.875,MERRA2,165982
MERRA2_54_-121.25,54.000,-121.250,MERRA2,165983
MERRA2_54_-120.625,54.000,-120.625,MERRA2,165984
MERRA2_54_-120,54.000,-120.000,MERRA2,165985
MERRA2_54_-119.375,54.000,-119.375,MERRA2,165986
MERRA2_54_-118.75,54.000,-118.750,MERRA2,165987
MERRA2_54_-118.125,54.000,-118.125,MERRA2,165988
MERRA2_54_-117.5,54.000,-117.500,MERRA2,165989
MERRA2_54_-116.875,54.000,-116.875,MERRA2,165990
MERRA2_54_-116.25,54.000,-116.250,MERRA2,165991
MERRA2_54_-115.625,54.000,-115.625,MERRA2,165992
MERRA2_54_-115,54.000,-115.000,MERRA2,165993
MERRA2_54_-114.375,54.000,-114.375,MERRA2,165994
MERRA2_54_-113.75,54.000,-113.750,MERRA2,165995
MERRA2_54_-113.125,54.000,-113.125,MERRA2,165996
MERRA2_54_-112.5,54.000,-112.500,MERRA2,165997
MERRA2_54_-111.875,54.000,-111.875,MERRA2,165998
MERRA2_54_-111.25,54.000,-111.250,MERRA2,165999
MERRA2_54_-110.625,54.000,-110.625,MERRA2,166000
MERRA2_54_-110,54.000,-110.000,MERRA2,166001
MERRA2_54_-109.375,54.000,-109.375,MERRA2,166002
MERRA2_54_-108.75,54.000,-108.750,MERRA2,166003
MERRA2_54_-108.125,54.000,-108.125,MERRA2,166004
MERRA2_54_-107.5,54.000,-107.500,MERRA2,166005
MERRA2_54_-106.875,54.000,-106.875,MERRA2,166006
MERRA2_54_-106.25,54.000,-106.250,MERRA2,166007
MERRA2_54_-105.625,54.000,-105.625,MERRA2,166008
MERRA2_54_-105,54.000,-105.000,MERRA2,166009
MERRA2_54_-104.375,54.000,-104.375,MERRA2,166010
MERRA2_54_-103.75,54.000,-103.750,MERRA2,166011
MERRA2_54_-103.125,54.000,-103.125,MERRA2,166012
MERRA2_54_-102.5,54.000,-102.500,MERRA2,166013
MERRA2_54_-101.875,54.000,-101.875,MERRA2,166014
MERRA2_54_-101.25,54.000,-101.250,MERRA2,166015
MERRA2_54_-100.625,54.000,-100.625,MERRA2,166016
MERRA2_54_-100,54.000,-100.000,MERRA2,166017
MERRA2_54_-99.375,54.000,-99.375,MERRA2,166018
MERRA2_54_-98.75,54.000,-98.750,MERRA2,166019
MERRA2_54_-98.125,54.000,-98.125,MERRA2,166020
MERRA2_54_-97.5,54.000,-97.500,MERRA2,166021
MERRA2_54_-96.875,54.000,-96.875,MERRA2,166022
MERRA2_54_-96.25,54.000,-96.250,MERRA2,166023
MERRA2_54_-95.625,54.000,-95.625,MERRA2,166024
MERRA2_54_-95,54.000,-95.000,MERRA2,166025
MERRA2_54_-94.375,54.000,-94.375,MERRA2,166026
MERRA2_54_-93.75,54.000,-93.750,MERRA2,166027
MERRA2_54_-93.125,54.000,-93.125,MERRA2,166028
MERRA2_54_-92.5,54.000,-92.500,MERRA2,166029
MERRA2_54_-91.875,54.000,-91.875,MERRA2,166030
MERRA2_54_-91.25,54.000,-91.250,MERRA2,166031
MERRA2_54_-90.625,54.000,-90.625,MERRA2,166032
MERRA2_54_-90,54.000,-90.000,MERRA2,166033
MERRA2_54_-89.375,54.000,-89.375,MERRA2,166034
MERRA2_54_-88.75,54.000,-88.750,MERRA2,166035
MERRA2_54_-88.125,54.000,-88.125,MERRA2,166036
MERRA2_54_-87.5,54.000,-87.500,MERRA2,166037
MERRA2_54_-86.875,54.000,-86.875,MERRA2,166038
MERRA2_54_-86.25,54.000,-86.250,MERRA2,166039
MERRA2_54_-85.625,54.000,-85.625,MERRA2,166040
MERRA2_54_-85,54.000,-85.000,MERRA2,166041
MERRA2_54_-84.375,54.000,-84.375,MERRA2,166042
MERRA2_54_-83.75,54.000,-83.750,MERRA2,166043
MERRA2_54_-83.125,54.000,-83.125,MERRA2,166044
MERRA2_54_-82.5,54.000,-82.500,MERRA2,166045
MERRA2_54_-79.375,54.000,-79.375,MERRA2,166050
MERRA2_54_-78.75,54.000,-78.750,MERRA2,166051
MERRA2_54_-78.125,54.000,-78.125,MERRA2,166052
MERRA2_54_-77.5,54.000,-77.500,MERRA2,166053
MERRA2_54_-76.875,54.000,-76.875,MERRA2,166054
MERRA2_54_-76.25,54.000,-76.250,MERRA2,166055
MERRA2_54_-75.625,54.000,-75.625,MERRA2,166056
MERRA2_54_-75,54.000,-75.000,MERRA2,166057
MERRA2_54_-74.375,54.000,-74.375,MERRA2,166058
MERRA2_54_-73.75,54.000,-73.750,MERRA2,166059
MERRA2_54_-73.125,54.000,-73.125,MERRA2,166060
MERRA2_54_-72.5,54.000,-72.500,MERRA2,166061
MERRA2_54_-71.875,54.000,-71.875,MERRA2,166062
MERRA2_54_-71.25,54.000,-71.250,MERRA2,166063
MERRA2_54_-70.625,54.000,-70.625,MERRA2,166064
MERRA2_54_-70,54.000,-70.000,MERRA2,166065
MERRA2_54_-69.375,54.000,-69.375,MERRA2,166066
MERRA2_54_-68.75,54.000,-68.750,MERRA2,166067
MERRA2_54_-68.125,54.000,-68.125,MERRA2,166068
MERRA2_54_-67.5,54.000,-67.500,MERRA2,166069
MERRA2_54_-66.875,54.000,-66.875,MERRA2,166070
MERRA2_54_-66.25,54.000,-66.250,MERRA2,166071
MERRA2_54_-65.625,54.000,-65.625,MERRA2,166072
MERRA2_54_-65,54.000,-65.000,MERRA2,166073
MERRA2_54_-64.375,54.000,-64.375,MERRA2,166074
MERRA2_54_-63.75,54.000,-63.750,MERRA2,166075
MERRA2_54_-63.125,54.000,-63.125,MERRA2,166076
MERRA2_54_-62.5,54.000,-62.500,MERRA2,166077
MERRA2_54_-61.875,54.000,-61.875,MERRA2,166078
MERRA2_54_-61.25,54.000,-61.250,MERRA2,166079
MERRA2_54_-60.625,54.000,-60.625,MERRA2,166080
MERRA2_54_-60,54.000,-60.000,MERRA2,166081
MERRA2_54_-59.375,54.000,-59.375,MERRA2,166082
MERRA2_54_-58.75,54.000,-58.750,MERRA2,166083
MERRA2_54_-58.125,54.000,-58.125,MERRA2,166084
MERRA2_54_-57.5,54.000,-57.500,MERRA2,166085
MERRA2_54.5_-165.625,54.500,-165.625,MERRA2,166488
MERRA2_54.5_-165,54.500,-165.000,MERRA2,166489
MERRA2_54.5_-164.375,54.500,-164.375,MERRA2,166490
MERRA2_54.5_-163.75,54.500,-163.750,MERRA2,166491
MERRA2_54.5_-163.125,54.500,-163.125,MERRA2,166492
MERRA2_54.5_-162.5,54.500,-162.500,MERRA2,166493
MERRA2_54.5_-132.5,54.500,-132.500,MERRA2,166541
MERRA2_54.5_-131.875,54.500,-131.875,MERRA2,166542
MERRA2_54.5_-130.625,54.500,-130.625,MERRA2,166544
MERRA2_54.5_-130,54.500,-130.000,MERRA2,166545
MERRA2_54.5_-129.375,54.500,-129.375,MERRA2,166546
MERRA2_54.5_-128.75,54.500,-128.750,MERRA2,166547
MERRA2_54.5_-128.125,54.500,-128.125,MERRA2,166548
MERRA2_54.5_-127.5,54.500,-127.500,MERRA2,166549
MERRA2_54.5_-126.875,54.500,-126.875,MERRA2,166550
MERRA2_54.5_-126.25,54.500,-126.250,MERRA2,166551
MERRA2_54.5_-125.625,54.500,-125.625,MERRA2,166552
MERRA2_54.5_-125,54.500,-125.000,MERRA2,166553
MERRA2_54.5_-124.375,54.500,-124.375,MERRA2,166554
MERRA2_54.5_-123.75,54.500,-123.750,MERRA2,166555
MERRA2_54.5_-123.125,54.500,-123.125,MERRA2,166556
MERRA2_54.5_-122.5,54.500,-122.500,MERRA2,166557
MERRA2_54.5_-121.875,54.500,-121.875,MERRA2,166558
MERRA2_54.5_-121.25,54.500,-121.250,MERRA2,166559
MERRA2_54.5_-120.625,54.500,-120.625,MERRA2,166560
MERRA2_54.5_-120,54.500,-120.000,MERRA2,166561
MERRA2_54.5_-119.375,54.500,-119.375,MERRA2,166562
MERRA2_54.5_-118.75,54.500,-118.750,MERRA2,166563
MERRA2_54.5_-118.125,54.500,-118.125,MERRA2,166564
MERRA2_54.5_-117.5,54.500,-117.500,MERRA2,166565
MERRA2_54.5_-116.875,54.500,-116.875,MERRA2,166566
MERRA2_54.5_-116.25,54.500,-116.250,MERRA2,166567
MERRA2_54.5_-115.625,54.500,-115.625,MERRA2,166568
MERRA2_54.5_-115,54.500,-115.000,MERRA2,166569
MERRA2_54.5_-114.375,54.500,-114.375,MERRA2,166570
MERRA2_54.5_-113.75,54.500,-113.750,MERRA2,166571
MERRA2_54.5_-113.125,54.500,-113.125,MERRA2,166572
MERRA2_54.5_-112.5,54.500,-112.500,MERRA2,166573
MERRA2_54.5_-111.875,54.500,-111.875,MERRA2,166574
MERRA2_54.5_-111.25,54.500,-111.250,MERRA2,166575
MERRA2_54.5_-110.625,54.500,-110.625,MERRA2,166576
MERRA2_54.5_-110,54.500,-110.000,MERRA2,166577
MERRA2_54.5_-109.375,54.500,-109.375,MERRA2,166578
MERRA2_54.5_-108.75,54.500,-108.750,MERRA2,166579
MERRA2_54.5_-108.125,54.500,-108.125,MERRA2,166580
MERRA2_54.5_-107.5,54.500,-107.500,MERRA2,166581
MERRA2_54.5_-106.875,54.500,-106.875,MERRA2,166582
MERRA2_54.5_-106.25,54.500,-106.250,MERRA2,166583
MERRA2_54.5_-105.625,54.500,-105.625,MERRA2,166584
MERRA2_54.5_-105,54.500,-105.000,MERRA2,166585
MERRA2_54.5_-104.375,54.500,-104.375,MERRA2,166586
MERRA2_54.5_-103.75,54.500,-103.750,MERRA2,166587
MERRA2_54.5_-103.125,54.500,-103.125,MERRA2,166588
MERRA2_54.5_-102.5,54.500,-102.500,MERRA2,166589
MERRA2_54.5_-101.875,54.500,-101.875,MERRA2,166590
MERRA2_54.5_-101.25,54.500,-101.250,MERRA2,166591
MERRA2_54.5_-100.625,54.500,-100.625,MERRA2,166592
MERRA2_54.5_-100,54.500,-100.000,MERRA2,166593
MERRA2_54.5_-99.375,54.500,-99.375,MERRA2,166594
MERRA2_54.5_-98.75,54.500,-98.750,MERRA2,166595
MERRA2_54.5_-98.125,54.500,-98.125,MERRA2,166596
MERRA2_54.5_-97.5,54.500,-97.500,MERRA2,166597
MERRA2_54.5_-96.875,54.500,-96.875,MERRA2,166598
MERRA2_54.5_-96.25,54.500,-96.250,MERRA2,166599
MERRA2_54.5_-95.625,54.500,-95.625,MERRA2,166600
MERRA2_54.5_-95,54.500,-95.000,MERRA2,166601
MERRA2_54.5_-94.375,54.500,-94.375,MERRA2,166602
MERRA2_54.5_-93.75,54.500,-93.750,MERRA2,166603
MERRA2_54.5_-93.125,54.500,-93.125,MERRA2,166604
MERRA2_54.5_-92.5,54.500,-92.500,MERRA2,166605
MERRA2_54.5_-91.875,54.500,-91.875,MERRA2,166606
MERRA2_54.5_-91.25,54.500,-91.250,MERRA2,166607
MERRA2_54.5_-90.625,54.500,-90.625,MERRA2,166608
MERRA2_54.5_-90,54.500,-90.000,MERRA2,166609
MERRA2_54.5_-89.375,54.500,-89.375,MERRA2,166610
MERRA2_54.5_-88.75,54.500,-88.750,MERRA2,166611
MERRA2_54.5_-88.125,54.500,-88.125,MERRA2,166612
MERRA2_54.5_-87.5,54.500,-87.500,MERRA2,166613
MERRA2_54.5_-86.875,54.500,-86.875,MERRA2,166614
MERRA2_54.5_-86.25,54.500,-86.250,MERRA2,166615
MERRA2_54.5_-85.625,54.500,-85.625,MERRA2,166616
MERRA2_54.5_-85,54.500,-85.000,MERRA2,166617
MERRA2_54.5_-84.375,54.500,-84.375,MERRA2,166618
MERRA2_54.5_-83.75,54.500,-83.750,MERRA2,166619
MERRA2_54.5_-83.125,54.500,-83.125,MERRA2,166620
MERRA2_54.5_-82.5,54.500,-82.500,MERRA2,166621
MERRA2_54.5_-79.375,54.500,-79.375,MERRA2,166626
MERRA2_54.5_-78.75,54.500,-78.750,MERRA2,166627
MERRA2_54.5_-78.125,54.500,-78.125,MERRA2,166628
MERRA2_54.5_-77.5,54.500,-77.500,MERRA2,166629
MERRA2_54.5_-76.875,54.500,-76.875,MERRA2,166630
MERRA2_54.5_-76.25,54.500,-76.250,MERRA2,166631
MERRA2_54.5_-75.625,54.500,-75.625,MERRA2,166632
MERRA2_54.5_-75,54.500,-75.000,MERRA2,166633
MERRA2_54.5_-74.375,54.500,-74.375,MERRA2,166634
MERRA2_54.5_-73.75,54.500,-73.750,MERRA2,166635
MERRA2_54.5_-73.125,54.500,-73.125,MERRA2,166636
MERRA2_54.5_-72.5,54.500,-72.500,MERRA2,166637
